,f0,f1,t0,t1,dB0,dB1,dist,utime,ufreq
867,465,673,15.975328798185942,17.136326530612244,21.0,20.0,214,1.0,208
868,465,628,15.975328798185942,18.250884353741494,21.0,10.0,190,2.0,163
869,465,829,15.975328798185942,17.159546485260773,21.0,3.0,368,1.0,364
870,434,69,16.46294784580499,18.274104308390022,23.0,22.0,373,2.0,365
871,434,366,16.46294784580499,18.250884353741494,23.0,13.0,103,2.0,68
872,434,549,16.46294784580499,18.250884353741494,23.0,18.0,138,2.0,115
873,434,628,16.46294784580499,18.250884353741494,23.0,10.0,209,2.0,194
874,434,643,16.46294784580499,19.040362811791386,23.0,21.0,237,3.0,209
875,478,64,17.41496598639456,19.62086167800453,22.0,38.0,425,2.0,414
876,478,67,17.41496598639456,20.24780045351474,22.0,28.0,429,3.0,411
877,478,211,17.41496598639456,19.783401360544214,22.0,29.0,286,2.0,267
878,478,434,17.41496598639456,19.806621315192746,22.0,20.0,112,2.0,44
879,478,643,17.41496598639456,19.040362811791386,22.0,21.0,179,2.0,165
880,478,617,17.41496598639456,20.038820861678005,22.0,16.0,179,3.0,139
881,549,64,18.250884353741494,19.62086167800453,18.0,38.0,489,1.0,485
882,549,67,18.250884353741494,20.24780045351474,18.0,28.0,490,2.0,482
883,549,211,18.250884353741494,19.783401360544214,18.0,29.0,344,2.0,338
884,549,227,18.250884353741494,20.433560090702947,18.0,27.0,335,2.0,322
885,549,434,18.250884353741494,19.806621315192746,18.0,20.0,133,2.0,115
886,549,474,18.250884353741494,20.642539682539685,18.0,25.0,127,2.0,75
887,549,617,18.250884353741494,20.038820861678005,18.0,16.0,103,2.0,68
888,434,63,19.806621315192746,21.966077097505668,20.0,33.0,382,2.0,371
889,434,66,19.806621315192746,22.01251700680272,20.0,32.0,380,2.0,368
890,434,218,19.806621315192746,21.40879818594105,20.0,18.0,227,2.0,216
891,434,230,19.806621315192746,22.50013605442177,20.0,29.0,235,3.0,204
892,434,510,19.806621315192746,21.40879818594105,20.0,15.0,103,2.0,76
893,434,510,19.806621315192746,22.29115646258504,20.0,22.0,131,2.0,76
894,434,675,19.806621315192746,21.362358276643988,20.0,2.0,250,2.0,241
895,434,617,19.806621315192746,22.29115646258504,20.0,25.0,212,2.0,183
896,434,829,19.806621315192746,22.337596371882086,20.0,5.0,410,3.0,395
897,474,63,20.642539682539685,21.966077097505668,25.0,33.0,415,1.0,411
898,474,66,20.642539682539685,22.01251700680272,25.0,32.0,412,1.0,408
899,474,36,20.642539682539685,23.080634920634925,25.0,29.0,450,2.0,438
900,474,230,20.642539682539685,22.50013605442177,25.0,29.0,257,2.0,244
901,474,214,20.642539682539685,23.080634920634925,25.0,31.0,280,2.0,260
902,474,510,20.642539682539685,22.29115646258504,25.0,22.0,80,2.0,36
903,474,463,20.642539682539685,23.080634920634925,25.0,22.0,106,2.0,11
904,474,617,20.642539682539685,22.29115646258504,25.0,25.0,160,2.0,143
905,474,675,20.642539682539685,23.19673469387755,25.0,13.0,229,3.0,201
906,474,829,20.642539682539685,22.337596371882086,25.0,5.0,362,2.0,355
907,510,36,21.40879818594105,23.080634920634925,15.0,29.0,479,2.0,474
908,510,230,21.40879818594105,22.50013605442177,15.0,29.0,284,1.0,280
909,510,214,21.40879818594105,23.080634920634925,15.0,31.0,305,2.0,296
910,510,463,21.40879818594105,23.080634920634925,15.0,22.0,86,2.0,47
911,510,675,21.40879818594105,23.19673469387755,15.0,13.0,182,2.0,165
912,510,67,22.29115646258504,24.91501133786848,22.0,34.0,457,3.0,443
913,510,213,22.29115646258504,24.891791383219964,22.0,15.0,317,3.0,297
914,510,418,22.29115646258504,24.86857142857143,22.0,15.0,144,3.0,92
915,510,582,22.29115646258504,25.147210884353747,22.0,25.0,143,3.0,72
916,510,655,22.29115646258504,24.938231292517013,22.0,0.0,184,3.0,145
917,510,641,22.29115646258504,25.17043083900227,22.0,26.0,180,3.0,131
918,510,830,22.29115646258504,25.123990929705208,22.0,7.0,342,3.0,320
919,463,67,23.080634920634925,24.91501133786848,22.0,34.0,404,2.0,396
920,463,181,23.080634920634925,25.518730158730158,22.0,28.0,301,2.0,282
921,463,213,23.080634920634925,24.891791383219964,22.0,15.0,262,2.0,250
922,463,231,23.080634920634925,25.472290249433108,22.0,31.0,254,2.0,232
923,463,418,23.080634920634925,24.86857142857143,22.0,15.0,89,2.0,45
924,463,582,23.080634920634925,25.147210884353747,22.0,25.0,149,2.0,119
925,463,655,23.080634920634925,24.938231292517013,22.0,0.0,208,2.0,192
926,463,641,23.080634920634925,25.17043083900227,22.0,26.0,199,2.0,178
927,463,830,23.080634920634925,25.123990929705208,22.0,7.0,377,2.0,367
928,418,35,24.86857142857143,26.493968253968248,15.0,22.0,389,2.0,383
929,418,73,24.86857142857143,27.771065759637192,15.0,22.0,367,3.0,345
930,418,223,24.86857142857143,26.354648526077103,15.0,23.0,205,1.0,195
